"id","create_time","create_user","description","name","resource_id","resource_type","update_time"
"0013b5f4-f731-4afc-85c1-9a3ff0417a30",1758263356733,caa06a30-6544-44fc-af18-9dc6b6191077,"",restcloud_src_fox_upload_upload_config,"9aeab7a1-a36b-4484-8170-27acbd04321b",OFFLINE,1758263466607
"004a1dd1-c9b9-4383-bd0d-eac84b015a35",1749094285633,bb838d08-ca4a-4e57-bf6c-52a340394c41,mes20_mes源库同步任务流,mes20_mes,"57526a73-d45d-4ded-b57c-ae33b28e7931",OFFLINE,0
"009e10ff-dbde-47af-ae38-dbe049253cb3",1757310963524,"24f7ac9b-3468-45e8-83a7-e944ad4ba55f",dwd层IQC(内部)测试数据上传,dwd_qm_check_iqc_testdata_detail,b9520e59-af38-4842-8882-f41f3dbad8e0,OFFLINE,1764643523702
"00d3badd-42ae-4fc5-bdba-74528e8b472a",1764987456185,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_iot_scada_scada_ct_log_line_shift,"05a6a94d-3cfa-4266-a48c-fcc6a0647fb3",OFFLINE,1765433705303
"00d98979-8416-4fcc-927a-fa2159d03151",1749109648187,bb838d08-ca4a-4e57-bf6c-52a340394c41,dwd层_品质域IQC检验报告明细表,dwd_qm_iqc_check_report_detail,"9e6ad385-ed0f-4817-ace3-9a9a7ea0abcd",OFFLINE,1761700720990
"00ed77d9-36b9-4c6f-a660-bfc01ddef8a9",1769395627884,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2232_t_weld_p,b99ee587-a2c0-430e-a10b-35e8b02bbcb7,OFFLINE,1769395712404
"011a0ca0-863e-4b47-8e2f-0f0ffaed0a83",1768442197195,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2501_t_ategg,"80f50844-9dba-47b2-bcd8-ee1f50545889",OFFLINE,1768442543419
"0138a9f4-673c-4179-b566-e64fbdd90a2c",1754014134608,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2228_t_laser_welding_n,fc3316d4-543a-456a-80ea-bf22cc2d60bb,OFFLINE,0
"014fa261-2933-4003-8095-eb0e508be0f9",1753164705297,"77fa40b8-c1eb-4e01-8a21-cc6ea670b7dc","",ods_mes20_mes_produce_process_route_detail,"88476ff3-1a1f-4155-99a9-52547eb565c1",OFFLINE,1767491218088
"01595edb-3734-4fab-bd1c-2c04b87474ff",1747880112562,caa06a30-6544-44fc-af18-9dc6b6191077,"",ads_dm_op_efficiency_anal,"68b376b3-6768-4faf-983a-1731a0d15106",OFFLINE,1761535622852
"01f68e14-e317-496b-972c-df09385a1676",1760083800140,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",kettle_MACH_HIW,d39f2aa0-17c3-46d3-b802-7c0b07f0b57a,OFFLINE,1762846198167
"021eba43-1299-435f-9542-0f35f1560f47",1752565403164,"77fa40b8-c1eb-4e01-8a21-cc6ea670b7dc","",ods_mes20_db18s2228_t_panda_detail,e2cac023-9209-4000-9ed0-11d876fad7ed,OFFLINE,1767753529772
"02269e07-c6e4-45e8-9c3f-2d4dd9c04d52",1763002945024,bb838d08-ca4a-4e57-bf6c-52a340394c41,ods_scada_desayscadadb_ct_ct_log_section_day,ods_scada_desayscadadb_ct_ct_log_section_day,ae33e0ef-d6e9-4a0a-9a8b-277f9fa86b1c,OFFLINE,1763009882718
"0240b1ff-b847-40bd-8087-516ccce21f17",1769392483038,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2232_t_pcm_pcd_data,eaaae298-d84c-4461-8abe-7ae1085a6aa8,OFFLINE,1769392573271
"026e531a-2b2c-4da6-9fca-7b5cc36c8c73",1750904919272,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2328_t_online,"8d971b2c-af20-48b1-9d6e-ec426e3fcbf3",OFFLINE,1768352091659
"02772c27-9abf-47fc-822a-68e60bd6fd67",1769421007504,b2b09247-950a-4aaf-944c-15caa9478b7e,"",dws_pm_pca_yield_machine_hour,b8a5f573-efcb-40d2-9872-7b7269d006be,OFFLINE,1769496468798
"02b3c243-8209-4e4e-92b3-8cbf2e403eed",1768530239321,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_cells_feeding1,e499bbe0-0156-4105-8226-a8bd15b14138,OFFLINE,1768530266088
"02e2a2fa-d5a6-4790-bcf6-f16f850b0180",1763455226498,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2329_t_blacklist,"775bbdfe-0128-4890-9056-bbbdb9dd73c3",OFFLINE,1765345040194
"0306dea8-6211-460a-9da0-ce33de296490",1755481858702,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_mes_sys_dict_item,b9f95329-3883-4ee1-b747-64d9207270dd,OFFLINE,1755481919580
"030e09e1-037b-4c4c-8bb9-cb12dc22fcf4",1768529615112,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_matting_testdata,"88d03524-59aa-44d9-9cc5-7bc0f64c84a2",OFFLINE,1768529891170
"0313ed3d-c3c9-4b62-adb5-b614c91c388d",1769564332169,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2233_t_ccd_inspection_spotweld_n,"027f70e2-c1dd-450a-9632-2c615479b04d",OFFLINE,1769564405021
"035880fb-bd7d-4be2-8eea-bdf8551c4162",1763600692829,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2409_t_online_syccd,b43e37e4-cafe-4ffa-8444-11c0f1f6362e,OFFLINE,1765248405807
"039cae20-5504-4a92-b1d2-8428719c55c7",1760430826683,bb838d08-ca4a-4e57-bf6c-52a340394c41,restcloud_DWD_BAOYA整改(关键工站关键特性监控预警系统 ),restcloud_DWD_BAOYA整改(关键工站关键特性监控预警系统 ),"8649f7e1-4603-4761-aa9e-605d6ff7e372",OFFLINE,1760691351556
"03b3f2fd-ff63-46f5-80a8-06e3421779ad",1770184427047,"305f0f00-6d7c-4c22-a2c7-cc53d7094bce","",接口服务9,"61880409-895d-4c00-ab3d-fec5121b56dd",DATA_SERVICE_API,1770184427052
"03c91161-ebab-47b2-a14f-b21f6e6046f4",1766472028921,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2225_t_label_w,"0a889279-74dc-42b2-95e7-cfb840ab69c5",OFFLINE,1768188028318
"03d0d539-b6f1-49d2-8a24-f5ee46ded2d3",1766980462882,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",dwd_pm_station_branding_data,"4e524b56-a550-4aab-99f0-8e7b2747b214",OFFLINE,1769066636239
"03ff163f-de12-4a4b-9bd4-36e985143ba4",1753318845425,bb838d08-ca4a-4e57-bf6c-52a340394c41,"18S2225_t_online_api测试发布",api_src_18S2225_t_online,d0f15091-52a3-475d-9253-733917bafac0,DATA_SERVICE_API,1753318845425
"040031bc-28e8-4685-a52f-8c2c4e19fffb",1769564998872,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2233_t_ccd_trademark,"889c5373-a50d-49cb-886a-89008007b2b1",OFFLINE,1769565255882
"0408088a-41a7-41bb-862f-58311872e44c",1750904654115,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2327_t_online,"03391e69-1f49-4bb7-971f-7125c6c837cb",OFFLINE,1765335428237
"04430935-c02f-4baf-a2ca-6db8c4c60fd2",1761095653000,b2b09247-950a-4aaf-944c-15caa9478b7e,"ods_iot_scada_ct_log
创建的表：ods_iot_scada_scada_ct_log",ods_iot_scada_ct_log（已废弃）,"081217c9-16f1-4ded-9858-b9091910b491",OFFLINE,1765160589833
"046c5b9a-3bcf-4cbb-8dfa-f9f2e3719feb",1761899927323,bb838d08-ca4a-4e57-bf6c-52a340394c41,ads_帆软日常访问统计业务表,ads_sys_fine_visit_stats_daily,b28b4bd3-f1d4-4d85-bcf2-fbcbfd0a8768,OFFLINE,1764921708827
"047bf4a3-bfd7-4ed6-b828-ab43913a873d",1770175393221,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_xxxx_t_pcm_bend1,"439a0308-dd07-4b33-8d43-a0886650f9be",OFFLINE,1770261373297
"04abb83e-456e-4b1a-8d5e-a5b1c203ff48",1768812924872,caa06a30-6544-44fc-af18-9dc6b6191077,dwd二级表的前置依赖,timer_t1_dwd_0110,"0d435a75-07f3-4a4f-beab-5ca2dae452e9",OFFLINE,1769265488665
"04cf7061-e00b-4f40-ac6e-12e6a15cdb89",1763437324545,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_finebi_es_fine_plugin_usage,de4ffc69-b413-423e-a7d5-34cca71bae07,OFFLINE,1763450842487
"052a5128-dd40-49f7-b70c-83c75dc5536a",1754018608345,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2323_t_ocv,"7b5cba47-88e7-4533-bb61-c9cb0d2fb35b",OFFLINE,0
"05375099-ae41-4257-a1e3-251a090fddd0",1761094984300,b2b09247-950a-4aaf-944c-15caa9478b7e,ods_iot_scada_scada_base_dt_trip_reason_type基础表,ods_iot_scada_scada_base_dt_trip_reason_type,f698e2b8-575f-437c-90d1-4bd9353ef113,OFFLINE,1766718915230
"0582bca1-964a-4177-b60f-662e36c604a1",1763011005243,caa06a30-6544-44fc-af18-9dc6b6191077,"",test_lyq_20251113,"448b57fd-e882-43ee-828b-937e6b96d96b",OFFLINE_PIPELINE,1763011005243
"058b740e-9bef-4cb2-99db-2c52a32d7a8c",1758591193413,"24f7ac9b-3468-45e8-83a7-e944ad4ba55f","",ods_mes20_db18s2226_t_markbox,f76567ed-f951-44af-89f3-b0d7538e0a2e,OFFLINE,1758591562959
"059c4861-95bf-4166-8710-2aa6c05a55d0",1769133807718,caa06a30-6544-44fc-af18-9dc6b6191077,"",dwd_pm_station_weld_bend,"90fda862-c033-42bc-9a3f-85693f254e4e",OFFLINE,1769138424241
"05a4b868-8a86-4cef-a507-f4bb25e1b9f9",1760684472484,caa06a30-6544-44fc-af18-9dc6b6191077,"",dwd_pm_station_bmu_aoi,e5a6f007-aa38-42d9-9ea3-d20fdd0eaf83,OFFLINE,1767074287375
"05ea6dd0-5efd-493e-a9d7-ea5d0ca79f53",1762912639420,bb838d08-ca4a-4e57-bf6c-52a340394c41,ods_fine_fdldb_fine_user,ods_fine_fdldb_fine_user,"7bae4e0a-3b52-4146-a83d-8ebfa05fd5cd",OFFLINE,1762998230628
"06454435-26d8-42d3-a573-68927bd98bb4",1768813123994,caa06a30-6544-44fc-af18-9dc6b6191077,dwd三级表的前置依赖,timer_t1_dwd_0120,b9f24807-a4ee-4e79-aa79-497e2ffa6f25,OFFLINE,1769257027747
"0658ba34-904b-4b49-91a4-867a8fc0023b",1768813760449,caa06a30-6544-44fc-af18-9dc6b6191077,"30分钟更新dwd前置依赖",timer_m30_dwd_10_40,"0dc29240-3276-4b63-85c0-a941a9cb9fac",OFFLINE,1769256855126
"06808568-1011-4b66-98ff-157d27738e6e",1763374123380,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2403_t_online,"9153882a-b651-444b-a88b-374e8fb1d9e2",OFFLINE,1765336021822
"06ab9497-87b1-4fd5-81f5-24de6ba2ae1f",1769395987059,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2232_t_pcd4,"346d133a-2cf4-4183-9b9c-c059574ab770",OFFLINE,1769396074541
"07111860-c1e3-474e-9ff5-d7a227221e65",1758598504321,"24f7ac9b-3468-45e8-83a7-e944ad4ba55f",电池入库表,ods_mes20_t_warehousing,ba57f301-a3fd-4143-aef1-cf0ddef1be22,OFFLINE,1769653917549
"071877d2-daae-411f-8d69-6c4192421d5a",1766472081364,b2b09247-950a-4aaf-944c-15caa9478b7e,"",ods_mes20_db18s2225_t_ccd_inspection_watertape,"8b90e4c7-011e-440e-9db9-2c3e38c993cb",OFFLINE,1768214524988
"0765efb5-5e33-435a-b266-d96a003219cc",1758614796028,"24f7ac9b-3468-45e8-83a7-e944ad4ba55f",db18s2225-镭雕解除表,ods_mes20_db18s2228_t_online_syccd_del,"6ef33c0e-02fb-4400-916d-f17b923c2b3d",OFFLINE,1758614835721
"076ab32b-7e25-4c60-8f5b-0c0bffa4eaf2",1768209049211,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2327_t_apmtdata,f40195bc-3ed4-4125-b693-7dbe94e70b3b,OFFLINE,1768209216233
"077900e5-6179-450d-85c1-94a8a6180ff8",1753163937433,"77fa40b8-c1eb-4e01-8a21-cc6ea670b7dc","",ods_mes20_mes_barcode_special_register,"9891500b-f482-4105-b1f5-1296cd56202e",OFFLINE,0
"07ae72e8-1eeb-4a6a-adb3-d5f72856a07d",1764815089713,"2af475a6-700c-45b4-895f-87cbfa1fbf38","",ods_mes20_db18s2107_t_branding_data,"66c74ff3-672e-495f-be3c-e55ee9404b72",OFFLINE,1764816464011
"07b00567-ea39-4b85-a43b-ca3858337483",1751541979459,caa06a30-6544-44fc-af18-9dc6b6191077,"",ods_mes20_db18s2228_fox_result,"7e092f21-df46-41b9-b9a6-f8c8c7c3313c",OFFLINE,0
"07d349e6-80c2-4d2b-bbf2-1eb982c3eb02",1766041952677,b2b09247-950a-4aaf-944c-15caa9478b7e,线体项目生产制造报废表,dws_pm_pmf_scrape_line,eb30e7ea-c481-4ade-9d51-9ea0ab29e571,OFFLINE,1768816730828
"07d4c3cb-0d01-49e6-a44b-993a87fd8a16",1764232361175,b2b09247-950a-4aaf-944c-15caa9478b7e,温湿度明细表,ods_pam_temperature_humidity,"1a88c9a2-1950-43f7-b325-b7846fcc1229",OFFLINE,1765433662361
"0803fb2c-9717-488e-b6f7-1d129d1223fb",1755170509759,caa06a30-6544-44fc-af18-9dc6b6191077,"",test_20250814-3,"7fa7da8a-deef-4eb3-abab-1c14bede8eea",PIPELINE,1755170509759
"081c60c5-1907-4c62-8899-4eca41390839",1763464432967,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2053_t_blacklist,"972c1baf-b1c2-408a-ad83-f07a102f6ec4",OFFLINE,1765345893622
"083b8320-ad6a-4829-81d3-0303a1d684d9",1754008721683,bff32ae5-71f9-4157-98a0-96b919e42f30,"",ods_mes20_db18s2228_t_flj_track,"01c94158-e0e8-4c00-969f-589ed4abd1ea",OFFLINE,0
